,chrom,start,end
chr3_2192,chr3,54800000,54825000
chr3_2193,chr3,54825000,54850000
chr3_2194,chr3,54850000,54875000
chr3_2195,chr3,54875000,54900000
chr3_2196,chr3,54900000,54925000
chr3_2197,chr3,54925000,54950000
chr3_2198,chr3,54950000,54975000
chr3_2199,chr3,54975000,55000000
chr3_2200,chr3,55000000,55025000
chr3_2201,chr3,55025000,55050000
chr3_2202,chr3,55050000,55075000
chr3_2203,chr3,55075000,55100000
chr3_2204,chr3,55100000,55125000
chr3_2205,chr3,55125000,55150000
chr3_2206,chr3,55150000,55175000
chr3_2207,chr3,55175000,55200000
chr3_2208,chr3,55200000,55225000
chr3_2209,chr3,55225000,55250000
chr3_2210,chr3,55250000,55275000
chr3_2211,chr3,55275000,55300000
chr3_2212,chr3,55300000,55325000
chr3_2213,chr3,55325000,55350000
chr3_2214,chr3,55350000,55375000
chr3_2215,chr3,55375000,55400000
chr3_2216,chr3,55400000,55425000
chr3_2217,chr3,55425000,55450000
chr3_2218,chr3,55450000,55475000
chr3_2219,chr3,55475000,55500000
chr3_2220,chr3,55500000,55525000
chr3_2221,chr3,55525000,55550000
chr3_2222,chr3,55550000,55575000
chr3_2223,chr3,55575000,55600000
chr3_2224,chr3,55600000,55625000
chr3_2225,chr3,55625000,55650000
chr3_2226,chr3,55650000,55675000
chr3_2227,chr3,55675000,55700000
chr3_2228,chr3,55700000,55725000
chr3_2229,chr3,55725000,55750000
chr3_2230,chr3,55750000,55775000
chr3_2231,chr3,55775000,55800000
chr3_2232,chr3,55800000,55825000
chr3_2233,chr3,55825000,55850000
chr3_2234,chr3,55850000,55875000
chr3_2235,chr3,55875000,55900000
chr3_2236,chr3,55900000,55925000
chr3_2237,chr3,55925000,55950000
chr3_2238,chr3,55950000,55975000
chr3_2239,chr3,55975000,56000000
chr3_2240,chr3,56000000,56025000
chr3_2241,chr3,56025000,56050000
chr3_2242,chr3,56050000,56075000
chr3_2243,chr3,56075000,56100000
chr3_2244,chr3,56100000,56125000
chr3_2245,chr3,56125000,56150000
chr3_2246,chr3,56150000,56175000
chr3_2247,chr3,56175000,56200000
chr3_2248,chr3,56200000,56225000
chr3_2249,chr3,56225000,56250000
chr3_2250,chr3,56250000,56275000
chr3_2251,chr3,56275000,56300000
chr3_2252,chr3,56300000,56325000
chr3_2253,chr3,56325000,56350000
chr3_2254,chr3,56350000,56375000
chr3_2255,chr3,56375000,56400000
chr3_2256,chr3,56400000,56425000
chr3_2257,chr3,56425000,56450000
chr3_2258,chr3,56450000,56475000
chr3_2259,chr3,56475000,56500000
chr3_2260,chr3,56500000,56525000
chr3_2261,chr3,56525000,56550000
chr3_2262,chr3,56550000,56575000
chr3_2263,chr3,56575000,56600000
chr3_2264,chr3,56600000,56625000
chr3_2265,chr3,56625000,56650000
chr3_2266,chr3,56650000,56675000
chr3_2267,chr3,56675000,56700000
chr3_2268,chr3,56700000,56725000
chr3_2269,chr3,56725000,56750000
chr3_2270,chr3,56750000,56775000
chr3_2271,chr3,56775000,56800000
chr3_2272,chr3,56800000,56825000
chr3_2273,chr3,56825000,56850000
chr3_2274,chr3,56850000,56875000
chr3_2275,chr3,56875000,56900000
chr3_2276,chr3,56900000,56925000
chr3_2277,chr3,56925000,56950000
chr3_2278,chr3,56950000,56975000
chr3_2279,chr3,56975000,57000000
chr3_2280,chr3,57000000,57025000
chr3_2281,chr3,57025000,57050000
chr3_2282,chr3,57050000,57075000
chr3_2283,chr3,57075000,57100000
chr3_2284,chr3,57100000,57125000
chr3_2285,chr3,57125000,57150000
chr3_2286,chr3,57150000,57175000
chr3_2287,chr3,57175000,57200000
chr3_2288,chr3,57200000,57225000
chr3_2289,chr3,57225000,57250000
chr3_2290,chr3,57250000,57275000
chr3_2291,chr3,57275000,57300000
chr3_2292,chr3,57300000,57325000
chr3_2293,chr3,57325000,57350000
chr3_2294,chr3,57350000,57375000
chr3_2295,chr3,57375000,57400000
chr3_2296,chr3,57400000,57425000
chr3_2297,chr3,57425000,57450000
chr3_2298,chr3,57450000,57475000
chr3_2299,chr3,57475000,57500000
chr3_2300,chr3,57500000,57525000
chr3_2301,chr3,57525000,57550000
chr3_2302,chr3,57550000,57575000
chr3_2303,chr3,57575000,57600000
chr3_2304,chr3,57600000,57625000
chr3_2305,chr3,57625000,57650000
chr3_2306,chr3,57650000,57675000
chr3_2307,chr3,57675000,57700000
chr3_2308,chr3,57700000,57725000
chr3_2309,chr3,57725000,57750000
chr3_2310,chr3,57750000,57775000
chr3_2311,chr3,57775000,57800000
chr3_2312,chr3,57800000,57825000
chr3_2313,chr3,57825000,57850000
chr3_2314,chr3,57850000,57875000
chr3_2315,chr3,57875000,57900000
chr3_2316,chr3,57900000,57925000
chr3_2317,chr3,57925000,57950000
chr3_2318,chr3,57950000,57975000
chr3_2319,chr3,57975000,58000000
chr3_2320,chr3,58000000,58025000
chr3_2321,chr3,58025000,58050000
chr3_2322,chr3,58050000,58075000
chr3_2323,chr3,58075000,58100000
chr3_2324,chr3,58100000,58125000
chr3_2325,chr3,58125000,58150000
chr3_2326,chr3,58150000,58175000
chr3_2327,chr3,58175000,58200000
chr3_2328,chr3,58200000,58225000
chr3_2329,chr3,58225000,58250000
chr3_2330,chr3,58250000,58275000
chr3_2331,chr3,58275000,58300000
chr3_2332,chr3,58300000,58325000
chr3_2333,chr3,58325000,58350000
chr3_2334,chr3,58350000,58375000
chr3_2335,chr3,58375000,58400000
chr3_2336,chr3,58400000,58425000
chr3_2337,chr3,58425000,58450000
chr3_2338,chr3,58450000,58475000
chr3_2339,chr3,58475000,58500000
chr3_2340,chr3,58500000,58525000
chr3_2341,chr3,58525000,58550000
chr3_2342,chr3,58550000,58575000
chr3_2343,chr3,58575000,58600000
chr3_2344,chr3,58600000,58625000
chr3_2345,chr3,58625000,58650000
chr3_2346,chr3,58650000,58675000
chr3_2347,chr3,58675000,58700000
chr3_2348,chr3,58700000,58725000
chr3_2349,chr3,58725000,58750000
chr3_2350,chr3,58750000,58775000
chr3_2351,chr3,58775000,58800000
chr3_2352,chr3,58800000,58825000
chr3_2353,chr3,58825000,58850000
chr3_2354,chr3,58850000,58875000
chr3_2355,chr3,58875000,58900000
chr3_2356,chr3,58900000,58925000
chr3_2357,chr3,58925000,58950000
chr3_2358,chr3,58950000,58975000
chr3_2359,chr3,58975000,59000000
chr3_2360,chr3,59000000,59025000
chr3_2361,chr3,59025000,59050000
chr3_2362,chr3,59050000,59075000
chr3_2363,chr3,59075000,59100000
chr3_2364,chr3,59100000,59125000
chr3_2365,chr3,59125000,59150000
chr3_2366,chr3,59150000,59175000
chr3_2367,chr3,59175000,59200000
chr3_2368,chr3,59200000,59225000
chr3_2369,chr3,59225000,59250000
chr3_2370,chr3,59250000,59275000
chr3_2371,chr3,59275000,59300000
chr3_2372,chr3,59300000,59325000
chr3_2373,chr3,59325000,59350000
chr3_2374,chr3,59350000,59375000
chr3_2375,chr3,59375000,59400000
chr3_2376,chr3,59400000,59425000
chr3_2377,chr3,59425000,59450000
chr3_2378,chr3,59450000,59475000
chr3_2379,chr3,59475000,59500000
chr3_2380,chr3,59500000,59525000
chr3_2381,chr3,59525000,59550000
chr3_2382,chr3,59550000,59575000
chr3_2383,chr3,59575000,59600000
chr3_2384,chr3,59600000,59625000
chr3_2385,chr3,59625000,59650000
chr3_2386,chr3,59650000,59675000
chr3_2387,chr3,59675000,59700000
chr3_2388,chr3,59700000,59725000
chr3_2389,chr3,59725000,59750000
chr3_2390,chr3,59750000,59775000
chr3_2391,chr3,59775000,59800000
chr3_2392,chr3,59800000,59825000
chr3_2393,chr3,59825000,59850000
chr3_2394,chr3,59850000,59875000
chr3_2395,chr3,59875000,59900000
chr3_2396,chr3,59900000,59925000
chr3_2397,chr3,59925000,59950000
chr3_2398,chr3,59950000,59975000
chr3_2399,chr3,59975000,60000000
chr3_2400,chr3,60000000,60025000
chr3_2401,chr3,60025000,60050000
chr3_2402,chr3,60050000,60075000
chr3_2403,chr3,60075000,60100000
chr3_2404,chr3,60100000,60125000
chr3_2405,chr3,60125000,60150000
chr3_2406,chr3,60150000,60175000
chr3_2407,chr3,60175000,60200000
chr3_2408,chr3,60200000,60225000
chr3_2409,chr3,60225000,60250000
chr3_2410,chr3,60250000,60275000
chr3_2411,chr3,60275000,60300000
chr3_2412,chr3,60300000,60325000
chr3_2413,chr3,60325000,60350000
chr3_2414,chr3,60350000,60375000
chr3_2415,chr3,60375000,60400000
chr3_2416,chr3,60400000,60425000
chr3_2417,chr3,60425000,60450000
chr3_2418,chr3,60450000,60475000
chr3_2419,chr3,60475000,60500000
chr3_2420,chr3,60500000,60525000
chr3_2421,chr3,60525000,60550000
chr3_2422,chr3,60550000,60575000
chr3_2423,chr3,60575000,60600000
chr3_2424,chr3,60600000,60625000
chr3_2425,chr3,60625000,60650000
chr3_2426,chr3,60650000,60675000
chr3_2427,chr3,60675000,60700000
chr3_2428,chr3,60700000,60725000
chr3_2429,chr3,60725000,60750000
chr3_2430,chr3,60750000,60775000
chr3_2431,chr3,60775000,60800000
chr3_2432,chr3,60800000,60825000
chr3_2433,chr3,60825000,60850000
chr3_2434,chr3,60850000,60875000
chr3_2435,chr3,60875000,60900000
chr3_2436,chr3,60900000,60925000
chr3_2437,chr3,60925000,60950000
chr3_2438,chr3,60950000,60975000
chr3_2439,chr3,60975000,61000000
chr3_2440,chr3,61000000,61025000
chr3_2441,chr3,61025000,61050000
chr3_2442,chr3,61050000,61075000
chr3_2443,chr3,61075000,61100000
chr3_2444,chr3,61100000,61125000
chr3_2445,chr3,61125000,61150000
chr3_2446,chr3,61150000,61175000
chr3_2447,chr3,61175000,61200000
chr3_2448,chr3,61200000,61225000
chr3_2449,chr3,61225000,61250000
chr3_2450,chr3,61250000,61275000
chr3_2451,chr3,61275000,61300000
chr3_2452,chr3,61300000,61325000
chr3_2453,chr3,61325000,61350000
chr3_2454,chr3,61350000,61375000
chr3_2455,chr3,61375000,61400000
chr3_2456,chr3,61400000,61425000
chr3_2457,chr3,61425000,61450000
chr3_2458,chr3,61450000,61475000
chr3_2459,chr3,61475000,61500000
chr3_2460,chr3,61500000,61525000
chr3_2461,chr3,61525000,61550000
chr3_2462,chr3,61550000,61575000
chr3_2463,chr3,61575000,61600000
chr3_2464,chr3,61600000,61625000
chr3_2465,chr3,61625000,61650000
chr3_2466,chr3,61650000,61675000
chr3_2467,chr3,61675000,61700000
chr3_2468,chr3,61700000,61725000
chr3_2469,chr3,61725000,61750000
chr3_2470,chr3,61750000,61775000
chr3_2471,chr3,61775000,61800000
chr3_2472,chr3,61800000,61825000
chr3_2473,chr3,61825000,61850000
chr3_2474,chr3,61850000,61875000
chr3_2475,chr3,61875000,61900000
chr3_2476,chr3,61900000,61925000
chr3_2477,chr3,61925000,61950000
chr3_2478,chr3,61950000,61975000
chr3_2479,chr3,61975000,62000000
chr3_2480,chr3,62000000,62025000
chr3_2481,chr3,62025000,62050000
chr3_2482,chr3,62050000,62075000
chr3_2483,chr3,62075000,62100000
chr3_2484,chr3,62100000,62125000
chr3_2485,chr3,62125000,62150000
chr3_2486,chr3,62150000,62175000
chr3_2487,chr3,62175000,62200000
chr3_2488,chr3,62200000,62225000
chr3_2489,chr3,62225000,62250000
chr3_2490,chr3,62250000,62275000
chr3_2491,chr3,62275000,62300000
chr3_2492,chr3,62300000,62325000
chr3_2493,chr3,62325000,62350000
chr3_2494,chr3,62350000,62375000
chr3_2495,chr3,62375000,62400000
chr3_2496,chr3,62400000,62425000
chr3_2497,chr3,62425000,62450000
chr3_2498,chr3,62450000,62475000
chr3_2499,chr3,62475000,62500000
chr3_2500,chr3,62500000,62525000
chr3_2501,chr3,62525000,62550000
chr3_2502,chr3,62550000,62575000
chr3_2503,chr3,62575000,62600000
chr3_2504,chr3,62600000,62625000
chr3_2505,chr3,62625000,62650000
chr3_2506,chr3,62650000,62675000
chr3_2507,chr3,62675000,62700000
chr3_2508,chr3,62700000,62725000
chr3_2509,chr3,62725000,62750000
chr3_2510,chr3,62750000,62775000
chr3_2511,chr3,62775000,62800000
chr3_2512,chr3,62800000,62825000
chr3_2513,chr3,62825000,62850000
chr3_2514,chr3,62850000,62875000
chr3_2515,chr3,62875000,62900000
chr3_2516,chr3,62900000,62925000
chr3_2517,chr3,62925000,62950000
chr3_2518,chr3,62950000,62975000
chr3_2519,chr3,62975000,63000000
chr3_2520,chr3,63000000,63025000
chr3_2521,chr3,63025000,63050000
chr3_2522,chr3,63050000,63075000
chr3_2523,chr3,63075000,63100000
chr3_2524,chr3,63100000,63125000
chr3_2525,chr3,63125000,63150000
chr3_2526,chr3,63150000,63175000
chr3_2527,chr3,63175000,63200000
chr3_2528,chr3,63200000,63225000
chr3_2529,chr3,63225000,63250000
chr3_2530,chr3,63250000,63275000
chr3_2531,chr3,63275000,63300000
chr3_2532,chr3,63300000,63325000
chr3_2533,chr3,63325000,63350000
chr3_2534,chr3,63350000,63375000
chr3_2535,chr3,63375000,63400000
chr3_2536,chr3,63400000,63425000
chr3_2537,chr3,63425000,63450000
chr3_2538,chr3,63450000,63475000
chr3_2539,chr3,63475000,63500000
chr3_2540,chr3,63500000,63525000
chr3_2541,chr3,63525000,63550000
chr3_2542,chr3,63550000,63575000
chr3_2543,chr3,63575000,63600000
chr3_2544,chr3,63600000,63625000
chr3_2545,chr3,63625000,63650000
chr3_2546,chr3,63650000,63675000
chr3_2547,chr3,63675000,63700000
chr3_2548,chr3,63700000,63725000
chr3_2549,chr3,63725000,63750000
chr3_2550,chr3,63750000,63775000
chr3_2551,chr3,63775000,63800000
chr3_2552,chr3,63800000,63825000
chr3_2553,chr3,63825000,63850000
chr3_2554,chr3,63850000,63875000
chr3_2555,chr3,63875000,63900000
chr3_2556,chr3,63900000,63925000
chr3_2557,chr3,63925000,63950000
chr3_2558,chr3,63950000,63975000
chr3_2559,chr3,63975000,64000000
chr3_2560,chr3,64000000,64025000
chr3_2561,chr3,64025000,64050000
chr3_2562,chr3,64050000,64075000
chr3_2563,chr3,64075000,64100000
chr3_2564,chr3,64100000,64125000
chr3_2565,chr3,64125000,64150000
chr3_2566,chr3,64150000,64175000
chr3_2567,chr3,64175000,64200000
chr3_2568,chr3,64200000,64225000
chr3_2569,chr3,64225000,64250000
chr3_2570,chr3,64250000,64275000
chr3_2571,chr3,64275000,64300000
chr3_2572,chr3,64300000,64325000
chr3_2573,chr3,64325000,64350000
chr3_2574,chr3,64350000,64375000
chr3_2575,chr3,64375000,64400000
chr3_2576,chr3,64400000,64425000
chr3_2577,chr3,64425000,64450000
chr3_2578,chr3,64450000,64475000
chr3_2579,chr3,64475000,64500000
chr3_2580,chr3,64500000,64525000
chr3_2581,chr3,64525000,64550000
chr3_2582,chr3,64550000,64575000
chr3_2583,chr3,64575000,64600000
chr3_2584,chr3,64600000,64625000
chr3_2585,chr3,64625000,64650000
chr3_2586,chr3,64650000,64675000
chr3_2587,chr3,64675000,64700000
chr3_2588,chr3,64700000,64725000
chr3_2589,chr3,64725000,64750000
chr3_2590,chr3,64750000,64775000
chr3_2591,chr3,64775000,64800000
chr3_2592,chr3,64800000,64825000
chr3_2593,chr3,64825000,64850000
chr3_2594,chr3,64850000,64875000
chr3_2595,chr3,64875000,64900000
chr3_2596,chr3,64900000,64925000
chr3_2597,chr3,64925000,64950000
chr3_2598,chr3,64950000,64975000
chr3_2599,chr3,64975000,65000000
chr3_2600,chr3,65000000,65025000
chr3_2601,chr3,65025000,65050000
chr3_2602,chr3,65050000,65075000
chr3_2603,chr3,65075000,65100000
chr3_2604,chr3,65100000,65125000
chr3_2605,chr3,65125000,65150000
chr3_2606,chr3,65150000,65175000
chr3_2607,chr3,65175000,65200000
chr3_2608,chr3,65200000,65225000
chr3_2609,chr3,65225000,65250000
chr3_2610,chr3,65250000,65275000
chr3_2611,chr3,65275000,65300000
chr3_2612,chr3,65300000,65325000
chr3_2613,chr3,65325000,65350000
chr3_2614,chr3,65350000,65375000
chr3_2615,chr3,65375000,65400000
chr3_2616,chr3,65400000,65425000
chr3_2617,chr3,65425000,65450000
chr3_2618,chr3,65450000,65475000
chr3_2619,chr3,65475000,65500000
chr3_2620,chr3,65500000,65525000
chr3_2621,chr3,65525000,65550000
chr3_2622,chr3,65550000,65575000
chr3_2623,chr3,65575000,65600000
chr3_2624,chr3,65600000,65625000
chr3_2625,chr3,65625000,65650000
chr3_2626,chr3,65650000,65675000
chr3_2627,chr3,65675000,65700000
chr3_2628,chr3,65700000,65725000
chr3_2629,chr3,65725000,65750000
chr3_2630,chr3,65750000,65775000
chr3_2631,chr3,65775000,65800000
chr3_2632,chr3,65800000,65825000
chr3_2633,chr3,65825000,65850000
chr3_2634,chr3,65850000,65875000
chr3_2635,chr3,65875000,65900000
chr3_2636,chr3,65900000,65925000
chr3_2637,chr3,65925000,65950000
chr3_2638,chr3,65950000,65975000
chr3_2639,chr3,65975000,66000000
chr3_2640,chr3,66000000,66025000
chr3_2641,chr3,66025000,66050000
chr3_2642,chr3,66050000,66075000
chr3_2643,chr3,66075000,66100000
chr3_2644,chr3,66100000,66125000
chr3_2645,chr3,66125000,66150000
chr3_2646,chr3,66150000,66175000
chr3_2647,chr3,66175000,66200000
chr3_2648,chr3,66200000,66225000
chr3_2649,chr3,66225000,66250000
chr3_2650,chr3,66250000,66275000
chr3_2651,chr3,66275000,66300000
chr3_2652,chr3,66300000,66325000
chr3_2653,chr3,66325000,66350000
chr3_2654,chr3,66350000,66375000
chr3_2655,chr3,66375000,66400000
chr3_2656,chr3,66400000,66425000
chr3_2657,chr3,66425000,66450000
chr3_2658,chr3,66450000,66475000
chr3_2659,chr3,66475000,66500000
chr3_2660,chr3,66500000,66525000
chr3_2661,chr3,66525000,66550000
chr3_2662,chr3,66550000,66575000
chr3_2663,chr3,66575000,66600000
chr3_2664,chr3,66600000,66625000
chr3_2665,chr3,66625000,66650000
chr3_2666,chr3,66650000,66675000
chr3_2667,chr3,66675000,66700000
chr3_2668,chr3,66700000,66725000
chr3_2669,chr3,66725000,66750000
chr3_2670,chr3,66750000,66775000
chr3_2671,chr3,66775000,66800000
chr3_2672,chr3,66800000,66825000
chr3_2673,chr3,66825000,66850000
chr3_2674,chr3,66850000,66875000
chr3_2675,chr3,66875000,66900000
chr3_2676,chr3,66900000,66925000
chr3_2677,chr3,66925000,66950000
chr3_2678,chr3,66950000,66975000
chr3_2679,chr3,66975000,67000000
chr3_2680,chr3,67000000,67025000
chr3_2681,chr3,67025000,67050000
chr3_2682,chr3,67050000,67075000
chr3_2683,chr3,67075000,67100000
chr3_2684,chr3,67100000,67125000
chr3_2685,chr3,67125000,67150000
chr3_2686,chr3,67150000,67175000
chr3_2687,chr3,67175000,67200000
chr3_2688,chr3,67200000,67225000
chr3_2689,chr3,67225000,67250000
chr3_2690,chr3,67250000,67275000
chr3_2691,chr3,67275000,67300000
chr3_2692,chr3,67300000,67325000
chr3_2693,chr3,67325000,67350000
chr3_2694,chr3,67350000,67375000
chr3_2695,chr3,67375000,67400000
chr3_2696,chr3,67400000,67425000
chr3_2697,chr3,67425000,67450000
chr3_2698,chr3,67450000,67475000
chr3_2699,chr3,67475000,67500000
chr3_2700,chr3,67500000,67525000
chr3_2701,chr3,67525000,67550000
chr3_2702,chr3,67550000,67575000
chr3_2703,chr3,67575000,67600000
chr3_2704,chr3,67600000,67625000
chr3_2705,chr3,67625000,67650000
chr3_2706,chr3,67650000,67675000
chr3_2707,chr3,67675000,67700000
chr3_2708,chr3,67700000,67725000
chr3_2709,chr3,67725000,67750000
chr3_2710,chr3,67750000,67775000
chr3_2711,chr3,67775000,67800000
chr3_2712,chr3,67800000,67825000
chr3_2713,chr3,67825000,67850000
chr3_2714,chr3,67850000,67875000
chr3_2715,chr3,67875000,67900000
chr3_2716,chr3,67900000,67925000
chr3_2717,chr3,67925000,67950000
chr3_2718,chr3,67950000,67975000
chr3_2719,chr3,67975000,68000000
chr3_2720,chr3,68000000,68025000
chr3_2721,chr3,68025000,68050000
chr3_2722,chr3,68050000,68075000
chr3_2723,chr3,68075000,68100000
chr3_2724,chr3,68100000,68125000
chr3_2725,chr3,68125000,68150000
chr3_2726,chr3,68150000,68175000
chr3_2727,chr3,68175000,68200000
chr3_2728,chr3,68200000,68225000
chr3_2729,chr3,68225000,68250000
chr3_2730,chr3,68250000,68275000
chr3_2731,chr3,68275000,68300000
chr3_2732,chr3,68300000,68325000
chr3_2733,chr3,68325000,68350000
chr3_2734,chr3,68350000,68375000
chr3_2735,chr3,68375000,68400000
chr3_2736,chr3,68400000,68425000
chr3_2737,chr3,68425000,68450000
chr3_2738,chr3,68450000,68475000
chr3_2739,chr3,68475000,68500000
chr3_2740,chr3,68500000,68525000
chr3_2741,chr3,68525000,68550000
chr3_2742,chr3,68550000,68575000
chr3_2743,chr3,68575000,68600000
chr3_2744,chr3,68600000,68625000
chr3_2745,chr3,68625000,68650000
chr3_2746,chr3,68650000,68675000
chr3_2747,chr3,68675000,68700000
chr3_2748,chr3,68700000,68725000
chr3_2749,chr3,68725000,68750000
chr3_2750,chr3,68750000,68775000
chr3_2751,chr3,68775000,68800000
chr3_2752,chr3,68800000,68825000
chr3_2753,chr3,68825000,68850000
chr3_2754,chr3,68850000,68875000
chr3_2755,chr3,68875000,68900000
chr3_2756,chr3,68900000,68925000
chr3_2757,chr3,68925000,68950000
chr3_2758,chr3,68950000,68975000
chr3_2759,chr3,68975000,69000000
chr3_2760,chr3,69000000,69025000
chr3_2761,chr3,69025000,69050000
chr3_2762,chr3,69050000,69075000
chr3_2763,chr3,69075000,69100000
chr3_2764,chr3,69100000,69125000
chr3_2765,chr3,69125000,69150000
chr3_2766,chr3,69150000,69175000
chr3_2767,chr3,69175000,69200000
chr3_2768,chr3,69200000,69225000
chr3_2769,chr3,69225000,69250000
chr3_2770,chr3,69250000,69275000
chr3_2771,chr3,69275000,69300000
chr3_2772,chr3,69300000,69325000
chr3_2773,chr3,69325000,69350000
chr3_2774,chr3,69350000,69375000
chr3_2775,chr3,69375000,69400000
chr3_2776,chr3,69400000,69425000
chr3_2777,chr3,69425000,69450000
chr3_2778,chr3,69450000,69475000
chr3_2779,chr3,69475000,69500000
chr3_2780,chr3,69500000,69525000
chr3_2781,chr3,69525000,69550000
chr3_2782,chr3,69550000,69575000
chr3_2783,chr3,69575000,69600000
chr3_2784,chr3,69600000,69625000
chr3_2785,chr3,69625000,69650000
chr3_2786,chr3,69650000,69675000
chr3_2787,chr3,69675000,69700000
chr3_2788,chr3,69700000,69725000
chr3_2789,chr3,69725000,69750000
chr3_2790,chr3,69750000,69775000
chr3_2791,chr3,69775000,69800000
chr3_2792,chr3,69800000,69825000
chr3_2793,chr3,69825000,69850000
chr3_2794,chr3,69850000,69875000
chr3_2795,chr3,69875000,69900000
chr3_2796,chr3,69900000,69925000
chr3_2797,chr3,69925000,69950000
chr3_2798,chr3,69950000,69975000
chr3_2799,chr3,69975000,70000000
chr3_2800,chr3,70000000,70025000
chr3_2801,chr3,70025000,70050000
chr3_2802,chr3,70050000,70075000
chr3_2803,chr3,70075000,70100000
chr3_2804,chr3,70100000,70125000
chr3_2805,chr3,70125000,70150000
chr3_2806,chr3,70150000,70175000
chr3_2807,chr3,70175000,70200000
chr3_2808,chr3,70200000,70225000
chr3_2809,chr3,70225000,70250000
chr3_2810,chr3,70250000,70275000
chr3_2811,chr3,70275000,70300000
chr3_2812,chr3,70300000,70325000
chr3_2813,chr3,70325000,70350000
chr3_2814,chr3,70350000,70375000
chr3_2815,chr3,70375000,70400000
chr3_2816,chr3,70400000,70425000
chr3_2817,chr3,70425000,70450000
chr3_2818,chr3,70450000,70475000
chr3_2819,chr3,70475000,70500000
chr3_2820,chr3,70500000,70525000
chr3_2821,chr3,70525000,70550000
chr3_2822,chr3,70550000,70575000
chr3_2823,chr3,70575000,70600000
chr3_2824,chr3,70600000,70625000
chr3_2825,chr3,70625000,70650000
chr3_2826,chr3,70650000,70675000
chr3_2827,chr3,70675000,70700000
chr3_2828,chr3,70700000,70725000
chr3_2829,chr3,70725000,70750000
chr3_2830,chr3,70750000,70775000
chr3_2831,chr3,70775000,70800000
chr3_2832,chr3,70800000,70825000
chr3_2833,chr3,70825000,70850000
chr3_2834,chr3,70850000,70875000
chr3_2835,chr3,70875000,70900000
chr3_2836,chr3,70900000,70925000
chr3_2837,chr3,70925000,70950000
chr3_2838,chr3,70950000,70975000
chr3_2839,chr3,70975000,71000000
chr3_2840,chr3,71000000,71025000
chr3_2841,chr3,71025000,71050000
chr3_2842,chr3,71050000,71075000
chr3_2843,chr3,71075000,71100000
chr3_2844,chr3,71100000,71125000
chr3_2845,chr3,71125000,71150000
chr3_2846,chr3,71150000,71175000
chr3_2847,chr3,71175000,71200000
chr3_2848,chr3,71200000,71225000
chr3_2849,chr3,71225000,71250000
chr3_2850,chr3,71250000,71275000
chr3_2851,chr3,71275000,71300000
chr3_2852,chr3,71300000,71325000
chr3_2853,chr3,71325000,71350000
chr3_2854,chr3,71350000,71375000
chr3_2855,chr3,71375000,71400000
chr3_2856,chr3,71400000,71425000
chr3_2857,chr3,71425000,71450000
chr3_2858,chr3,71450000,71475000
chr3_2859,chr3,71475000,71500000
chr3_2860,chr3,71500000,71525000
chr3_2861,chr3,71525000,71550000
chr3_2862,chr3,71550000,71575000
chr3_2863,chr3,71575000,71600000
chr3_2864,chr3,71600000,71625000
chr3_2865,chr3,71625000,71650000
chr3_2866,chr3,71650000,71675000
chr3_2867,chr3,71675000,71700000
chr3_2868,chr3,71700000,71725000
chr3_2869,chr3,71725000,71750000
chr3_2870,chr3,71750000,71775000
chr3_2871,chr3,71775000,71800000
chr3_2872,chr3,71800000,71825000
chr3_2873,chr3,71825000,71850000
chr3_2874,chr3,71850000,71875000
chr3_2875,chr3,71875000,71900000
chr3_2876,chr3,71900000,71925000
chr3_2877,chr3,71925000,71950000
chr3_2878,chr3,71950000,71975000
chr3_2879,chr3,71975000,72000000
chr3_2880,chr3,72000000,72025000
chr3_2881,chr3,72025000,72050000
chr3_2882,chr3,72050000,72075000
chr3_2883,chr3,72075000,72100000
chr3_2884,chr3,72100000,72125000
chr3_2885,chr3,72125000,72150000
chr3_2886,chr3,72150000,72175000
chr3_2887,chr3,72175000,72200000
chr3_2888,chr3,72200000,72225000
chr3_2889,chr3,72225000,72250000
chr3_2890,chr3,72250000,72275000
chr3_2891,chr3,72275000,72300000
chr3_2892,chr3,72300000,72325000
chr3_2893,chr3,72325000,72350000
chr3_2894,chr3,72350000,72375000
chr3_2895,chr3,72375000,72400000
chr3_2896,chr3,72400000,72425000
chr3_2897,chr3,72425000,72450000
chr3_2898,chr3,72450000,72475000
chr3_2899,chr3,72475000,72500000
chr3_2900,chr3,72500000,72525000
chr3_2901,chr3,72525000,72550000
chr3_2902,chr3,72550000,72575000
chr3_2903,chr3,72575000,72600000
chr3_2904,chr3,72600000,72625000
chr3_2905,chr3,72625000,72650000
chr3_2906,chr3,72650000,72675000
chr3_2907,chr3,72675000,72700000
chr3_2908,chr3,72700000,72725000
chr3_2909,chr3,72725000,72750000
chr3_2910,chr3,72750000,72775000
chr3_2911,chr3,72775000,72800000
chr3_2912,chr3,72800000,72825000
chr3_2913,chr3,72825000,72850000
chr3_2914,chr3,72850000,72875000
chr3_2915,chr3,72875000,72900000
chr3_2916,chr3,72900000,72925000
chr3_2917,chr3,72925000,72950000
chr3_2918,chr3,72950000,72975000
chr3_2919,chr3,72975000,73000000
chr3_2920,chr3,73000000,73025000
chr3_2921,chr3,73025000,73050000
chr3_2922,chr3,73050000,73075000
chr3_2923,chr3,73075000,73100000
chr3_2924,chr3,73100000,73125000
chr3_2925,chr3,73125000,73150000
chr3_2926,chr3,73150000,73175000
chr3_2927,chr3,73175000,73200000
