,8wk,9mo,18mo,18mo-8wk,celltype,bulk.18mo,bulk.8wk,bulk.9mo
chr9_4869,0.08243727598566308,0.1863799283154122,0.17204301075268819,0.0896057347670251,STR-PAL_Chst9_Gaba,1,0,1
chr10_1610,0.17921146953405018,0.24014336917562723,0.33691756272401435,0.15770609318996417,STR-PAL_Chst9_Gaba,2,2,2
chr10_4970,0.014336917562724014,0.06093189964157706,0.010752688172043012,-0.0035842293906810027,STR-PAL_Chst9_Gaba,0,0,0
chr11_4602,0.04659498207885305,0.05017921146953405,0.13261648745519714,0.08602150537634409,STR-PAL_Chst9_Gaba,0,0,0
chr12_136,0.10752688172043011,0.2114695340501792,0.23297491039426524,0.12544802867383514,STR-PAL_Chst9_Gaba,1,0,1
chr12_2258,0.07168458781362007,0.035842293906810034,0.010752688172043012,-0.06093189964157705,STR-PAL_Chst9_Gaba,0,0,0
chr13_993,0.043010752688172046,0.07526881720430108,0.13978494623655913,0.09677419354838708,STR-PAL_Chst9_Gaba,0,0,1
chr13_3739,0.025089605734767026,0.08243727598566308,0.017921146953405017,-0.007168458781362009,STR-PAL_Chst9_Gaba,0,0,0
chr14_1141,0.2078853046594982,0.1827956989247312,0.3118279569892473,0.10394265232974911,STR-PAL_Chst9_Gaba,2,2,2
chr14_2869,0.007168458781362007,0.06810035842293907,0.035842293906810034,0.02867383512544803,STR-PAL_Chst9_Gaba,0,0,0
chr14_4078,0.05017921146953405,0.07885304659498207,0.13978494623655913,0.08960573476702507,STR-PAL_Chst9_Gaba,2,2,2
chr15_775,0.0,0.025089605734767026,0.053763440860215055,0.053763440860215055,STR-PAL_Chst9_Gaba,0,0,0
chr15_983,0.035842293906810034,0.03225806451612903,0.0967741935483871,0.06093189964157706,STR-PAL_Chst9_Gaba,0,2,0
chr16_3545,0.017921146953405017,0.053763440860215055,0.0035842293906810036,-0.014336917562724014,STR-PAL_Chst9_Gaba,0,0,0
chr17_412,0.12903225806451613,0.14336917562724014,0.25089605734767023,0.1218637992831541,STR-PAL_Chst9_Gaba,0,0,2
chr18_2406,0.053763440860215055,0.06810035842293907,0.14336917562724014,0.08960573476702507,STR-PAL_Chst9_Gaba,2,2,2
chr4_3861,0.016181229773462782,0.006472491909385114,0.061488673139158574,0.045307443365695796,Astro-NT_NN,2,0,0
chr5_4316,0.09385113268608414,0.032362459546925564,0.12297734627831715,0.02912621359223301,Astro-NT_NN,2,1,2
chr6_2024,0.11650485436893204,0.18770226537216828,0.2524271844660194,0.13592233009708737,Astro-NT_NN,2,0,2
chr6_3910,0.07766990291262135,0.09061488673139159,0.17475728155339806,0.09708737864077671,Astro-NT_NN,0,0,0
chr7_4749,0.1779935275080906,0.3106796116504854,0.23948220064724918,0.06148867313915857,Astro-NT_NN,1,1,2
chr7_5633,0.07119741100323625,0.1262135922330097,0.18122977346278318,0.11003236245954694,Astro-NT_NN,0,0,0
chr8_3819,0.06796116504854369,0.08737864077669903,0.1650485436893204,0.09708737864077671,Astro-NT_NN,1,1,1
chr9_661,0.042071197411003236,0.11003236245954692,0.1488673139158576,0.10679611650485438,Astro-NT_NN,2,0,2
chr14_1130,0.022653721682847898,0.025889967637540454,0.07766990291262135,0.055016181229773455,Astro-NT_NN,0,0,0
chr14_1812,0.02912621359223301,0.061488673139158574,0.10679611650485436,0.07766990291262135,Astro-NT_NN,2,0,0
chr19_2007,0.032362459546925564,0.02912621359223301,0.08737864077669903,0.05501618122977347,Astro-NT_NN,0,0,2
chr1_6201,0.08823529411764706,0.28431372549019607,0.28431372549019607,0.196078431372549,STR_Gaba,2,2,2
chr2_1139,0.24509803921568626,0.058823529411764705,0.13725490196078433,-0.10784313725490194,STR_Gaba,0,1,0
chr3_1476,0.00980392156862745,0.17647058823529413,0.0784313725490196,0.06862745098039216,STR_Gaba,0,0,0
chr4_727,0.0196078431372549,0.0,0.09803921568627451,0.0784313725490196,STR_Gaba,2,0,0
chr4_4145,0.029411764705882353,0.0,0.10784313725490197,0.0784313725490196,STR_Gaba,2,0,0
chr4_4460,0.06862745098039216,0.0,0.0,-0.06862745098039216,STR_Gaba,0,0,0
chr5_3697,0.11764705882352941,0.09803921568627451,0.28431372549019607,0.16666666666666666,STR_Gaba,1,1,1
chr5_4996,0.16666666666666666,0.12745098039215685,0.3333333333333333,0.16666666666666666,STR_Gaba,0,0,0
chr5_5633,0.08823529411764706,0.29411764705882354,0.19607843137254902,0.10784313725490195,STR_Gaba,1,2,2
chr8_2059,0.06862745098039216,0.0,0.0,-0.06862745098039216,STR_Gaba,0,0,0
chr8_2476,0.0196078431372549,0.00980392156862745,0.12745098039215685,0.10784313725490195,STR_Gaba,0,0,0
chr8_4447,0.049019607843137254,0.0392156862745098,0.20588235294117646,0.1568627450980392,STR_Gaba,1,0,1
chr9_2107,0.00980392156862745,0.029411764705882353,0.12745098039215685,0.11764705882352941,STR_Gaba,0,0,0
chr11_1164,0.058823529411764705,0.08823529411764706,0.23529411764705882,0.1764705882352941,STR_Gaba,2,2,2
chr11_3856,0.12745098039215685,0.049019607843137254,0.0,-0.12745098039215685,STR_Gaba,0,0,0
chr11_4750,0.1568627450980392,0.3235294117647059,0.11764705882352941,-0.0392156862745098,STR_Gaba,2,0,2
chr12_2733,0.0,0.00980392156862745,0.09803921568627451,0.09803921568627451,STR_Gaba,0,0,0
chr13_326,0.00980392156862745,0.00980392156862745,0.10784313725490197,0.09803921568627452,STR_Gaba,0,0,2
chr13_1001,0.09803921568627451,0.2647058823529412,0.3137254901960784,0.21568627450980393,STR_Gaba,2,1,2
chr14_1239,0.20588235294117646,0.08823529411764706,0.0392156862745098,-0.16666666666666666,STR_Gaba,0,1,0
chr16_3083,0.0196078431372549,0.029411764705882353,0.14705882352941177,0.12745098039215685,STR_Gaba,0,0,0
chr16_3465,0.0,0.0,0.06862745098039216,0.06862745098039216,STR_Gaba,0,0,0
chr17_763,0.09803921568627451,0.0,0.0196078431372549,-0.0784313725490196,STR_Gaba,0,1,0
chr1_1368,0.08571428571428572,0.02142857142857143,0.15,0.06428571428571428,STR_D1_Sema5a_Gaba,1,1,0
chr2_1840,0.02142857142857143,0.1,0.007142857142857143,-0.014285714285714287,STR_D1_Sema5a_Gaba,0,0,2
chr2_4479,0.0,0.0,0.05714285714285714,0.05714285714285714,STR_D1_Sema5a_Gaba,0,0,0
chr3_3800,0.20714285714285716,0.1,0.05714285714285714,-0.15000000000000002,STR_D1_Sema5a_Gaba,0,1,0
chr3_6048,0.08571428571428572,0.007142857142857143,0.014285714285714285,-0.07142857142857142,STR_D1_Sema5a_Gaba,0,2,2
chr4_3189,0.05714285714285714,0.0,0.0,-0.05714285714285714,STR_D1_Sema5a_Gaba,0,0,0
chr4_5198,0.02142857142857143,0.15,0.09285714285714286,0.07142857142857142,STR_D1_Sema5a_Gaba,0,0,2
chr8_1030,0.03571428571428571,0.08571428571428572,0.22857142857142856,0.19285714285714284,STR_D1_Sema5a_Gaba,2,0,2
chr8_1514,0.1,0.02857142857142857,0.0,-0.1,STR_D1_Sema5a_Gaba,0,0,0
chr9_4123,0.02142857142857143,0.12142857142857143,0.03571428571428571,0.014285714285714284,STR_D1_Sema5a_Gaba,0,0,0
chr10_4053,0.007142857142857143,0.014285714285714285,0.08571428571428572,0.07857142857142857,STR_D1_Sema5a_Gaba,0,0,0
chr11_1904,0.02857142857142857,0.007142857142857143,0.11428571428571428,0.08571428571428572,STR_D1_Sema5a_Gaba,0,0,0
chr13_3867,0.06428571428571428,0.08571428571428572,0.2,0.13571428571428573,STR_D1_Sema5a_Gaba,2,0,2
chr13_4148,0.18571428571428572,0.05,0.09285714285714286,-0.09285714285714286,STR_D1_Sema5a_Gaba,2,2,2
chr14_3354,0.014285714285714285,0.0,0.07142857142857142,0.05714285714285714,STR_D1_Sema5a_Gaba,0,0,0
chr15_335,0.2357142857142857,0.07857142857142857,0.12857142857142856,-0.10714285714285715,STR_D1_Sema5a_Gaba,2,2,2
chr1_2915,0.16083916083916083,0.1888111888111888,0.3181818181818182,0.15734265734265734,L45_IT_CTX_Glut,2,2,2
chr1_5493,0.055944055944055944,0.1258741258741259,0.17482517482517482,0.11888111888111888,L45_IT_CTX_Glut,2,0,0
chr1_6251,0.027972027972027972,0.04895104895104895,0.10139860139860139,0.07342657342657342,L45_IT_CTX_Glut,0,0,0
chr1_6429,0.14335664335664336,0.12237762237762238,0.23426573426573427,0.09090909090909091,L45_IT_CTX_Glut,2,2,2
chr2_1512,0.2692307692307692,0.20279720279720279,0.36363636363636365,0.09440559440559443,L45_IT_CTX_Glut,2,2,2
chr2_1642,0.01048951048951049,0.024475524475524476,0.06993006993006994,0.05944055944055945,L45_IT_CTX_Glut,2,0,0
chr2_3650,0.17132867132867133,0.11538461538461539,0.2517482517482518,0.08041958041958044,L45_IT_CTX_Glut,1,0,0
chr2_7148,0.03496503496503497,0.038461538461538464,0.10139860139860139,0.06643356643356643,L45_IT_CTX_Glut,0,0,0
chr3_4590,0.02097902097902098,0.01048951048951049,0.06293706293706294,0.04195804195804197,L45_IT_CTX_Glut,2,0,0
chr4_1427,0.01048951048951049,0.02097902097902098,0.06643356643356643,0.055944055944055944,L45_IT_CTX_Glut,0,0,0
chr4_1816,0.11538461538461539,0.16083916083916083,0.23776223776223776,0.12237762237762237,L45_IT_CTX_Glut,2,2,2
chr4_5053,0.08391608391608392,0.12937062937062938,0.2202797202797203,0.13636363636363635,L45_IT_CTX_Glut,1,1,1
chr5_3955,0.13286713286713286,0.11888111888111888,0.23426573426573427,0.1013986013986014,L45_IT_CTX_Glut,2,2,2
chr6_1277,0.05944055944055944,0.03146853146853147,0.11888111888111888,0.05944055944055944,L45_IT_CTX_Glut,2,0,0
chr6_3524,0.11538461538461539,0.13286713286713286,0.23076923076923078,0.11538461538461539,L45_IT_CTX_Glut,2,1,1
chr6_3910,0.11888111888111888,0.1258741258741259,0.2202797202797203,0.1013986013986014,L45_IT_CTX_Glut,0,2,2
chr7_522,0.08741258741258741,0.055944055944055944,0.14685314685314685,0.05944055944055944,L45_IT_CTX_Glut,1,0,2
chr7_1800,0.1958041958041958,0.11538461538461539,0.09090909090909091,-0.1048951048951049,L45_IT_CTX_Glut,1,1,1
chr7_5289,0.2727272727272727,0.23776223776223776,0.3881118881118881,0.11538461538461542,L45_IT_CTX_Glut,2,2,2
chr8_4844,0.15384615384615385,0.1958041958041958,0.2937062937062937,0.13986013986013984,L45_IT_CTX_Glut,2,2,2
chr9_1245,0.19230769230769232,0.11888111888111888,0.24475524475524477,0.05244755244755245,L45_IT_CTX_Glut,0,0,0
chr9_2264,0.2762237762237762,0.16783216783216784,0.2972027972027972,0.02097902097902099,L45_IT_CTX_Glut,2,2,2
chr10_1692,0.15734265734265734,0.1888111888111888,0.2867132867132867,0.12937062937062938,L45_IT_CTX_Glut,2,2,2
chr10_2744,0.03146853146853147,0.02097902097902098,0.08391608391608392,0.05244755244755245,L45_IT_CTX_Glut,0,0,0
chr10_3799,0.23076923076923078,0.23426573426573427,0.36713286713286714,0.13636363636363635,L45_IT_CTX_Glut,2,2,2
chr10_4791,0.08741258741258741,0.08041958041958042,0.17132867132867133,0.08391608391608392,L45_IT_CTX_Glut,1,2,2
chr11_2477,0.11188811188811189,0.14335664335664336,0.23426573426573427,0.12237762237762238,L45_IT_CTX_Glut,1,0,1
chr11_3288,0.0979020979020979,0.04895104895104895,0.14685314685314685,0.048951048951048945,L45_IT_CTX_Glut,2,2,2
chr11_3448,0.12937062937062938,0.12937062937062938,0.27972027972027974,0.15034965034965037,L45_IT_CTX_Glut,2,2,2
chr11_3851,0.055944055944055944,0.08391608391608392,0.15734265734265734,0.1013986013986014,L45_IT_CTX_Glut,2,0,2
chr12_2942,0.12937062937062938,0.1888111888111888,0.25874125874125875,0.12937062937062938,L45_IT_CTX_Glut,1,1,1
chr13_2516,0.11188811188811189,0.14335664335664336,0.22377622377622378,0.11188811188811189,L45_IT_CTX_Glut,2,2,2
chr15_2666,0.25524475524475526,0.12937062937062938,0.26573426573426573,0.010489510489510467,L45_IT_CTX_Glut,2,0,0
chr15_3210,0.36363636363636365,0.2972027972027972,0.458041958041958,0.09440559440559437,L45_IT_CTX_Glut,1,1,1
chr16_1049,0.09090909090909091,0.10139860139860139,0.21328671328671328,0.12237762237762237,L45_IT_CTX_Glut,2,2,2
chr16_1827,0.06293706293706294,0.15734265734265734,0.16083916083916083,0.09790209790209789,L45_IT_CTX_Glut,0,0,2
chr17_1208,0.045454545454545456,0.08391608391608392,0.13986013986013987,0.09440559440559441,L45_IT_CTX_Glut,2,0,0
chr17_1740,0.04895104895104895,0.05244755244755245,0.15384615384615385,0.1048951048951049,L45_IT_CTX_Glut,0,0,0
chr17_2556,0.006993006993006993,0.08041958041958042,0.038461538461538464,0.03146853146853147,L45_IT_CTX_Glut,0,0,0
chr18_1918,0.02097902097902098,0.017482517482517484,0.06993006993006994,0.04895104895104896,L45_IT_CTX_Glut,0,0,0
chr19_1782,0.11188811188811189,0.15034965034965034,0.2517482517482518,0.1398601398601399,L45_IT_CTX_Glut,2,2,2
chr2_168,0.03225806451612903,0.16129032258064516,0.0967741935483871,0.06451612903225806,Vip_Gaba,0,0,0
chr2_865,0.0,0.0,0.05161290322580645,0.05161290322580645,Vip_Gaba,0,0,0
chr2_4813,0.0967741935483871,0.03870967741935484,0.16774193548387098,0.07096774193548389,Vip_Gaba,0,0,0
chr5_3842,0.03225806451612903,0.0064516129032258064,0.09032258064516129,0.058064516129032254,Vip_Gaba,0,0,0
chr6_1304,0.11612903225806452,0.15483870967741936,0.2838709677419355,0.16774193548387095,Vip_Gaba,0,0,0
chr6_3307,0.05161290322580645,0.03225806451612903,0.14838709677419354,0.0967741935483871,Vip_Gaba,2,0,0
chr6_5952,0.012903225806451613,0.14193548387096774,0.07741935483870968,0.06451612903225806,Vip_Gaba,0,0,1
chr7_3204,0.03225806451612903,0.14838709677419354,0.15483870967741936,0.12258064516129033,Vip_Gaba,0,0,0
chr7_5321,0.03225806451612903,0.15483870967741936,0.1870967741935484,0.15483870967741936,Vip_Gaba,2,2,2
chr8_3104,0.012903225806451613,0.13548387096774195,0.07741935483870968,0.06451612903225806,Vip_Gaba,0,0,2
chr8_4211,0.07741935483870968,0.07096774193548387,0.2064516129032258,0.12903225806451613,Vip_Gaba,0,1,0
chr9_155,0.03870967741935484,0.0064516129032258064,0.0967741935483871,0.058064516129032254,Vip_Gaba,0,2,0
chr9_228,0.0,0.01935483870967742,0.07096774193548387,0.07096774193548387,Vip_Gaba,0,0,0
chr9_4460,0.09032258064516129,0.23225806451612904,0.0967741935483871,0.006451612903225809,Vip_Gaba,0,0,0
chr10_1992,0.06451612903225806,0.05806451612903226,0.17419354838709677,0.10967741935483871,Vip_Gaba,2,0,0
chr11_2446,0.08387096774193549,0.03870967741935484,0.17419354838709677,0.09032258064516129,Vip_Gaba,2,0,0
chr11_3007,0.14193548387096774,0.1935483870967742,0.32903225806451614,0.1870967741935484,Vip_Gaba,2,2,2
chr12_1035,0.012903225806451613,0.01935483870967742,0.09032258064516129,0.07741935483870967,Vip_Gaba,0,0,0
chr12_2923,0.025806451612903226,0.14193548387096774,0.06451612903225806,0.03870967741935484,Vip_Gaba,0,0,0
chr12_3856,0.0,0.0,0.05161290322580645,0.05161290322580645,Vip_Gaba,0,0,0
chr13_1174,0.03225806451612903,0.09032258064516129,0.0064516129032258064,-0.025806451612903226,Vip_Gaba,0,0,0
chr13_2204,0.06451612903225806,0.10967741935483871,0.2129032258064516,0.14838709677419354,Vip_Gaba,1,1,1
chr15_3759,0.0,0.012903225806451613,0.08387096774193549,0.08387096774193549,Vip_Gaba,0,0,0
chr17_464,0.03870967741935484,0.04516129032258064,0.14838709677419354,0.1096774193548387,Vip_Gaba,2,0,0
chr17_2033,0.14193548387096774,0.03870967741935484,0.16774193548387098,0.025806451612903236,Vip_Gaba,2,2,2
chr18_1057,0.0,0.0064516129032258064,0.08387096774193549,0.08387096774193549,Vip_Gaba,0,0,0
chr19_1501,0.03225806451612903,0.03225806451612903,0.12903225806451613,0.0967741935483871,Vip_Gaba,0,1,1
chr1_347,0.04093567251461988,0.049707602339181284,0.11695906432748537,0.07602339181286549,Pvalb_Gaba,2,2,2
chr1_2659,0.038011695906432746,0.038011695906432746,0.1023391812865497,0.06432748538011696,Pvalb_Gaba,0,0,0
chr1_6429,0.07602339181286549,0.08187134502923976,0.1608187134502924,0.0847953216374269,Pvalb_Gaba,2,2,2
chr1_7025,0.0935672514619883,0.16374269005847952,0.20175438596491227,0.10818713450292397,Pvalb_Gaba,2,0,2
chr2_1090,0.14912280701754385,0.15204678362573099,0.2543859649122807,0.10526315789473686,Pvalb_Gaba,0,0,0
chr2_3516,0.017543859649122806,0.04093567251461988,0.07894736842105263,0.06140350877192982,Pvalb_Gaba,0,0,2
chr2_4164,0.06725146198830409,0.06725146198830409,0.1695906432748538,0.1023391812865497,Pvalb_Gaba,1,0,0
chr2_4675,0.10818713450292397,0.14035087719298245,0.2222222222222222,0.11403508771929824,Pvalb_Gaba,0,0,0
chr2_6506,0.09064327485380116,0.13742690058479531,0.19005847953216373,0.09941520467836257,Pvalb_Gaba,2,1,2
chr3_555,0.06725146198830409,0.06140350877192982,0.14619883040935672,0.07894736842105263,Pvalb_Gaba,2,2,2
chr3_4288,0.1286549707602339,0.14035087719298245,0.25146198830409355,0.12280701754385964,Pvalb_Gaba,1,1,1
chr4_3782,0.05847953216374269,0.04678362573099415,0.11695906432748537,0.05847953216374269,Pvalb_Gaba,2,2,2
chr4_5699,0.05555555555555555,0.14035087719298245,0.0847953216374269,0.029239766081871343,Pvalb_Gaba,0,0,2
chr4_6005,0.1023391812865497,0.10526315789473684,0.19298245614035087,0.09064327485380116,Pvalb_Gaba,1,0,0
chr4_6025,0.22514619883040934,0.1695906432748538,0.3128654970760234,0.08771929824561406,Pvalb_Gaba,2,2,2
chr5_676,0.023391812865497075,0.023391812865497075,0.07602339181286549,0.05263157894736842,Pvalb_Gaba,2,0,2
chr6_2887,0.043859649122807015,0.06140350877192982,0.1286549707602339,0.0847953216374269,Pvalb_Gaba,0,0,0
chr7_1612,0.043859649122807015,0.04678362573099415,0.11403508771929824,0.07017543859649122,Pvalb_Gaba,0,0,0
chr7_2667,0.14912280701754385,0.2134502923976608,0.30116959064327486,0.152046783625731,Pvalb_Gaba,1,1,1
chr7_2734,0.0847953216374269,0.1871345029239766,0.15497076023391812,0.07017543859649122,Pvalb_Gaba,0,0,2
chr7_3503,0.10526315789473684,0.07894736842105263,0.20175438596491227,0.09649122807017543,Pvalb_Gaba,2,2,2
chr8_595,0.19005847953216373,0.0847953216374269,0.17251461988304093,-0.017543859649122806,Pvalb_Gaba,0,0,0
chr8_673,0.09064327485380116,0.02631578947368421,0.02631578947368421,-0.06432748538011696,Pvalb_Gaba,0,2,0
chr8_2180,0.11988304093567251,0.0935672514619883,0.20175438596491227,0.08187134502923976,Pvalb_Gaba,0,2,2
chr8_4267,0.17251461988304093,0.24853801169590642,0.3157894736842105,0.14327485380116958,Pvalb_Gaba,2,2,2
chr10_1412,0.0029239766081871343,0.02046783625730994,0.05555555555555555,0.05263157894736842,Pvalb_Gaba,0,0,0
chr10_3341,0.023391812865497075,0.09649122807017543,0.07309941520467836,0.049707602339181284,Pvalb_Gaba,0,0,0
chr10_4743,0.1023391812865497,0.1111111111111111,0.195906432748538,0.0935672514619883,Pvalb_Gaba,2,0,0
chr10_4851,0.14035087719298245,0.21929824561403508,0.2543859649122807,0.11403508771929827,Pvalb_Gaba,0,0,2
chr10_4901,0.07602339181286549,0.15204678362573099,0.17251461988304093,0.09649122807017543,Pvalb_Gaba,2,0,2
chr11_2695,0.12280701754385964,0.09941520467836257,0.2309941520467836,0.10818713450292397,Pvalb_Gaba,0,0,0
chr11_4780,0.07894736842105263,0.10818713450292397,0.17543859649122806,0.09649122807017543,Pvalb_Gaba,2,0,0
chr12_1278,0.2719298245614035,0.26608187134502925,0.40058479532163743,0.1286549707602339,Pvalb_Gaba,2,2,2
chr12_1435,0.07309941520467836,0.04678362573099415,0.12573099415204678,0.05263157894736842,Pvalb_Gaba,2,2,2
chr12_2973,0.29239766081871343,0.2309941520467836,0.3742690058479532,0.08187134502923976,Pvalb_Gaba,2,2,2
chr13_766,0.1608187134502924,0.17543859649122806,0.27485380116959063,0.11403508771929824,Pvalb_Gaba,2,2,2
chr13_1173,0.04678362573099415,0.011695906432748537,0.07309941520467836,0.02631578947368421,Pvalb_Gaba,0,0,0
chr13_1742,0.09649122807017543,0.11403508771929824,0.19298245614035087,0.09649122807017543,Pvalb_Gaba,2,2,2
chr13_3821,0.0935672514619883,0.08771929824561403,0.17543859649122806,0.08187134502923976,Pvalb_Gaba,1,1,0
chr13_4736,0.05555555555555555,0.10526315789473684,0.14327485380116958,0.08771929824561403,Pvalb_Gaba,2,2,0
chr14_1265,0.1023391812865497,0.029239766081871343,0.0935672514619883,-0.008771929824561403,Pvalb_Gaba,1,0,0
chr14_4445,0.043859649122807015,0.017543859649122806,0.09064327485380116,0.04678362573099415,Pvalb_Gaba,2,2,2
chr14_4618,0.02631578947368421,0.043859649122807015,0.09064327485380116,0.06432748538011696,Pvalb_Gaba,0,0,0
chr15_401,0.04678362573099415,0.07602339181286549,0.13742690058479531,0.09064327485380116,Pvalb_Gaba,0,0,0
chr15_844,0.03508771929824561,0.02046783625730994,0.09064327485380116,0.05555555555555555,Pvalb_Gaba,0,0,0
chr15_1484,0.14327485380116958,0.14619883040935672,0.24561403508771928,0.1023391812865497,Pvalb_Gaba,2,2,2
chr15_1807,0.02046783625730994,0.049707602339181284,0.10818713450292397,0.08771929824561403,Pvalb_Gaba,0,0,0
chr15_2849,0.04093567251461988,0.038011695906432746,0.09941520467836257,0.05847953216374269,Pvalb_Gaba,0,0,0
chr15_3697,0.038011695906432746,0.05555555555555555,0.10818713450292397,0.07017543859649122,Pvalb_Gaba,1,0,0
chr16_349,0.04678362573099415,0.13157894736842105,0.08187134502923976,0.03508771929824561,Pvalb_Gaba,0,0,0
chr16_1789,0.08771929824561403,0.16666666666666666,0.19005847953216373,0.1023391812865497,Pvalb_Gaba,0,0,2
chr17_190,0.03216374269005848,0.02631578947368421,0.08187134502923976,0.049707602339181284,Pvalb_Gaba,0,0,0
chr17_1077,0.11988304093567251,0.16374269005847952,0.22807017543859648,0.10818713450292397,Pvalb_Gaba,1,1,0
chr18_2712,0.14912280701754385,0.10526315789473684,0.21637426900584794,0.06725146198830409,Pvalb_Gaba,2,2,2
chr19_1097,0.19298245614035087,0.17251461988304093,0.2894736842105263,0.09649122807017546,Pvalb_Gaba,2,2,2
chr1_2350,0.04477611940298507,0.04477611940298507,0.12686567164179105,0.08208955223880599,MEA-BST_Gaba,2,2,0
chr1_6631,0.06716417910447761,0.09328358208955224,0.16417910447761194,0.09701492537313433,MEA-BST_Gaba,0,0,0
chr1_7784,0.10074626865671642,0.1044776119402985,0.19776119402985073,0.09701492537313432,MEA-BST_Gaba,0,1,0
chr2_180,0.05223880597014925,0.13432835820895522,0.1828358208955224,0.13059701492537312,MEA-BST_Gaba,2,0,1
chr2_1781,0.014925373134328358,0.007462686567164179,0.06716417910447761,0.05223880597014925,MEA-BST_Gaba,0,0,0
chr2_3212,0.07462686567164178,0.11940298507462686,0.1865671641791045,0.1119402985074627,MEA-BST_Gaba,2,2,2
chr2_6620,0.33955223880597013,0.3656716417910448,0.4962686567164179,0.15671641791044777,MEA-BST_Gaba,1,1,1
chr2_6860,0.011194029850746268,0.029850746268656716,0.0708955223880597,0.05970149253731343,MEA-BST_Gaba,0,0,0
chr3_265,0.014925373134328358,0.018656716417910446,0.06716417910447761,0.05223880597014925,MEA-BST_Gaba,0,0,0
chr4_4257,0.048507462686567165,0.11194029850746269,0.15298507462686567,0.1044776119402985,MEA-BST_Gaba,0,0,1
chr5_691,0.007462686567164179,0.014925373134328358,0.05970149253731343,0.05223880597014925,MEA-BST_Gaba,0,0,0
chr5_2696,0.033582089552238806,0.10820895522388059,0.048507462686567165,0.01492537313432836,MEA-BST_Gaba,0,0,0
chr5_2972,0.11194029850746269,0.11567164179104478,0.22014925373134328,0.10820895522388059,MEA-BST_Gaba,2,2,2
chr5_3637,0.12686567164179105,0.11194029850746269,0.22014925373134328,0.09328358208955223,MEA-BST_Gaba,2,2,0
chr5_4085,0.09328358208955224,0.16417910447761194,0.23880597014925373,0.14552238805970147,MEA-BST_Gaba,2,2,2
chr5_5161,0.27611940298507465,0.21641791044776118,0.3843283582089552,0.10820895522388058,MEA-BST_Gaba,2,2,2
chr5_5190,0.018656716417910446,0.09701492537313433,0.07835820895522388,0.05970149253731344,MEA-BST_Gaba,0,0,0
chr5_5415,0.08955223880597014,0.16791044776119404,0.22014925373134328,0.13059701492537312,MEA-BST_Gaba,2,2,1
chr5_5470,0.11194029850746269,0.10074626865671642,0.2126865671641791,0.10074626865671642,MEA-BST_Gaba,1,1,1
chr5_5940,0.03731343283582089,0.06343283582089553,0.11940298507462686,0.08208955223880597,MEA-BST_Gaba,0,0,0
chr6_2048,0.13059701492537312,0.15298507462686567,0.25,0.11940298507462688,MEA-BST_Gaba,0,0,0
chr6_5007,0.1828358208955224,0.07462686567164178,0.11940298507462686,-0.06343283582089553,MEA-BST_Gaba,0,0,0
chr6_5729,0.08955223880597014,0.12686567164179105,0.20522388059701493,0.11567164179104479,MEA-BST_Gaba,2,2,2
chr7_3254,0.12313432835820895,0.27611940298507465,0.1865671641791045,0.06343283582089554,MEA-BST_Gaba,2,2,2
chr7_4412,0.029850746268656716,0.04477611940298507,0.10820895522388059,0.07835820895522387,MEA-BST_Gaba,0,0,0
chr8_2887,0.055970149253731345,0.15671641791044777,0.1044776119402985,0.04850746268656716,MEA-BST_Gaba,0,0,1
chr8_3345,0.0708955223880597,0.12313432835820895,0.1791044776119403,0.10820895522388059,MEA-BST_Gaba,0,0,0
chr8_4833,0.08208955223880597,0.09328358208955224,0.1791044776119403,0.09701492537313432,MEA-BST_Gaba,0,0,0
chr10_233,0.19402985074626866,0.19402985074626866,0.3283582089552239,0.13432835820895522,MEA-BST_Gaba,2,2,2
chr11_220,0.041044776119402986,0.09328358208955224,0.13432835820895522,0.09328358208955223,MEA-BST_Gaba,2,0,2
chr11_2181,0.048507462686567165,0.029850746268656716,0.10820895522388059,0.059701492537313425,MEA-BST_Gaba,0,0,0
chr11_2801,0.13805970149253732,0.1865671641791045,0.2873134328358209,0.14925373134328357,MEA-BST_Gaba,2,2,2
chr12_2973,0.332089552238806,0.34701492537313433,0.48507462686567165,0.15298507462686567,MEA-BST_Gaba,2,2,2
chr13_487,0.07835820895522388,0.08208955223880597,0.1791044776119403,0.1007462686567164,MEA-BST_Gaba,0,0,1
chr13_1742,0.07462686567164178,0.08208955223880597,0.1828358208955224,0.1082089552238806,MEA-BST_Gaba,2,1,2
chr13_4369,0.15671641791044777,0.12313432835820895,0.24253731343283583,0.08582089552238806,MEA-BST_Gaba,2,2,2
chr15_1618,0.014925373134328358,0.022388059701492536,0.07462686567164178,0.059701492537313425,MEA-BST_Gaba,0,0,0
chr15_2666,0.09328358208955224,0.15298507462686567,0.2462686567164179,0.15298507462686567,MEA-BST_Gaba,0,0,0
chr15_3478,0.10074626865671642,0.029850746268656716,0.041044776119402986,-0.05970149253731343,MEA-BST_Gaba,0,0,0
chr16_3610,0.1455223880597015,0.17537313432835822,0.06343283582089553,-0.08208955223880597,MEA-BST_Gaba,0,2,2
chr16_3801,0.12313432835820895,0.05970149253731343,0.17537313432835822,0.052238805970149266,MEA-BST_Gaba,2,2,0
chr17_2533,0.011194029850746268,0.018656716417910446,0.06343283582089553,0.05223880597014926,MEA-BST_Gaba,0,0,0
