Gene Input,Vizgen Gene,Ensemble ID,Transcript,Notes,Abundance,Target Regions,Type
ENSMUSG00000027849.18,Syt6,ENSMUSG00000027849,ENSMUST00000090697,,3.020844583333333,133,MERFISH
ENSMUSG00000015852.13,Fcrls,ENSMUSG00000015852,ENSMUST00000090986,,6.889385666666668,50,MERFISH
ENSMUSG00000001510.8,Dlx3,ENSMUSG00000001510,ENSMUST00000092768,,0.0349926666666666,73,MERFISH
ENSMUSG00000070034.13,Sp110,ENSMUSG00000070034,ENSMUST00000093508,,0.249057375,39,MERFISH
ENSMUSG00000066687.5,Zbtb16,ENSMUSG00000066687,ENSMUST00000093852,,3.542754125,82,MERFISH
ENSMUSG00000070880.10,Gad1,ENSMUSG00000070880,ENSMUST00000094934,,73.75947116666667,99,MERFISH
ENSMUSG00000028434.12,Epb41l4b,ENSMUSG00000028434,ENSMUST00000095076,,6.543824333333332,149,MERFISH
ENSMUSG00000071037.6,Camkmt,ENSMUSG00000071037,ENSMUST00000095188,,5.182184666666666,59,MERFISH
ENSMUSG00000020037.15,Rfx4,ENSMUSG00000020037,ENSMUST00000095388,,2.314501083333333,98,MERFISH
ENSMUSG00000022558.16,Mroh1,ENSMUSG00000022558,ENSMUST00000096385,,43.74841508333333,110,MERFISH
ENSMUSG00000045038.14,Prkce,ENSMUSG00000045038,ENSMUST00000097275,,44.88653116666666,171,MERFISH
ENSMUSG00000040964.16,Arhgef10l,ENSMUSG00000040964,ENSMUST00000097820,,4.164240541666667,50,MERFISH
ENSMUSG00000040943.12,Tet2,ENSMUSG00000040943,ENSMUST00000098603,,2.8106974583333333,111,MERFISH
ENSMUSG00000027985.14,Lef1,ENSMUSG00000027985,ENSMUST00000098611,,1.440066208333333,62,MERFISH
ENSMUSG00000071064.14,Zfp827,ENSMUSG00000071064,ENSMUST00000098614,,2.782430208333333,71,MERFISH
ENSMUSG00000074582.10,Arfgef2,ENSMUSG00000074582,ENSMUST00000099078,,7.322289458333334,244,MERFISH
ENSMUSG00000074622.4,Mafb,ENSMUSG00000074622,ENSMUST00000099126,,3.312985541666667,81,MERFISH
ENSMUSG00000074934.3,Grem1,ENSMUSG00000074934,ENSMUST00000099575,,0.6676787083333333,110,MERFISH
ENSMUSG00000075304.2,Sp5,ENSMUSG00000075304,ENSMUST00000100043,,0.36048325,60,MERFISH
ENSMUSG00000031393.16,Mecp2,ENSMUSG00000031393,ENSMUST00000100750,,10.457828458333331,318,MERFISH
ENSMUSG00000068551.12,Zfp467,ENSMUSG00000068551,ENSMUST00000101443,,5.687671750000001,40,MERFISH
ENSMUSG00000073209.4,Klf14,ENSMUSG00000073209,ENSMUST00000101589,,0.088264375,81,MERFISH
ENSMUSG00000020453.17,Patz1,ENSMUSG00000020453,ENSMUST00000101644,,3.419206958333333,55,MERFISH
ENSMUSG00000005034.15,Prkacb,ENSMUSG00000005034,ENSMUST00000102515,,71.89810416666667,123,MERFISH
ENSMUSG00000027347.18,Rasgrp1,ENSMUSG00000027347,ENSMUST00000102534,,36.28464516666666,160,MERFISH
ENSMUSG00000059173.19,Pde1a,ENSMUSG00000059173,ENSMUST00000102655,,23.69382925,122,MERFISH
ENSMUSG00000055612.15,Cdca7,ENSMUSG00000055612,ENSMUST00000102691,,1.2222622916666666,54,MERFISH
ENSMUSG00000027864.9,Ptgfrn,ENSMUSG00000027864,ENSMUST00000102694,,4.49767225,177,MERFISH
ENSMUSG00000027030.15,Stk39,ENSMUSG00000027030,ENSMUST00000102715,,18.279991791666664,84,MERFISH
ENSMUSG00000038860.15,Garnl3,ENSMUSG00000038860,ENSMUST00000102810,,11.502690291666667,109,MERFISH
ENSMUSG00000043857.16,Mgat5b,ENSMUSG00000043857,ENSMUST00000103027,,8.220368375000001,52,MERFISH
ENSMUSG00000027478.15,Dnmt3b,ENSMUSG00000027478,ENSMUST00000103151,,0.1612552916666666,80,MERFISH
ENSMUSG00000028975.16,Pex14,ENSMUSG00000028975,ENSMUST00000103217,,14.571572583333332,52,MERFISH
ENSMUSG00000027200.17,Sema6d,ENSMUSG00000027200,ENSMUST00000103239,,7.034063708333334,53,MERFISH
ENSMUSG00000076617.9,Ighm,ENSMUSG00000076617,ENSMUST00000103426,,7.547715458333333,55,MERFISH
ENSMUSG00000034813.18,Grip1,ENSMUSG00000034813,ENSMUST00000105262,,2.151092625,130,MERFISH
ENSMUSG00000039089.15,L3mbtl3,ENSMUSG00000039089,ENSMUST00000105519,,3.5861087083333336,57,MERFISH
ENSMUSG00000041309.17,Nkx6-2,ENSMUSG00000041309,ENSMUST00000106095,,15.491292291666666,50,MERFISH
ENSMUSG00000059248.13,Sept9,ENSMUSG00000059248,ENSMUST00000106349,,5.5629465,86,MERFISH
ENSMUSG00000078591.1,Hs3st4,ENSMUSG00000078591,ENSMUST00000106437,,12.944665958333331,72,MERFISH
ENSMUSG00000034677.9,Gpr142,ENSMUSG00000034677,ENSMUST00000106584,,0,65,MERFISH
ENSMUSG00000052684.4,Jun,ENSMUSG00000052684,ENSMUST00000107094,,14.553534375,88,MERFISH
ENSMUSG00000003032.8,Klf4,ENSMUSG00000003032,ENSMUST00000107619,,3.488358583333333,75,MERFISH
ENSMUSG00000028314.6,Toporsl,ENSMUSG00000028314,ENSMUST00000107671,,0,80,MERFISH
ENSMUSG00000039809.10,Gabbr2,ENSMUSG00000039809,ENSMUST00000107749,,37.814138875,160,MERFISH
ENSMUSG00000056158.14,Car10,ENSMUSG00000056158,ENSMUST00000107863,,16.807283666666667,91,MERFISH
ENSMUSG00000069769.13,Msi2,ENSMUSG00000069769,ENSMUST00000107909,,20.564719166666663,109,MERFISH
ENSMUSG00000033066.15,Gas7,ENSMUSG00000033066,ENSMUST00000108682,,36.246907,175,MERFISH
ENSMUSG00000001995.9,Sipa1l2,ENSMUSG00000001995,ENSMUST00000108775,,4.206359166666666,196,MERFISH
ENSMUSG00000018899.16,Irf1,ENSMUSG00000018899,ENSMUST00000108920,,1.105222666666667,65,MERFISH
ENSMUSG00000055435.6,Maf,ENSMUSG00000055435,ENSMUST00000109104,,3.5496945416666663,117,MERFISH
ENSMUSG00000047907.11,Tshz2,ENSMUSG00000047907,ENSMUST00000109159,,3.755747375,51,MERFISH
ENSMUSG00000074607.11,Tox2,ENSMUSG00000074607,ENSMUST00000109428,,8.661335916666667,73,MERFISH
ENSMUSG00000045333.15,Zfp423,ENSMUSG00000045333,ENSMUST00000109655,,1.2781007499999997,136,MERFISH
ENSMUSG00000001911.16,Nfix,ENSMUSG00000001911,ENSMUST00000109764,,71.8836125,90,MERFISH
ENSMUSG00000039943.16,Plcb4,ENSMUSG00000039943,ENSMUST00000110109,,15.276712583333332,80,MERFISH
ENSMUSG00000016128.14,Stard13,ENSMUSG00000016128,ENSMUST00000110483,,1.4135603333333333,168,MERFISH
ENSMUSG00000021071.16,Trim9,ENSMUSG00000021071,ENSMUST00000110522,,30.837939625,83,MERFISH
ENSMUSG00000004698.10,Hdac9,ENSMUSG00000004698,ENSMUST00000110819,,2.7205795,66,MERFISH
ENSMUSG00000079157.4,Fam155a,ENSMUSG00000079157,ENSMUST00000110969,,21.60250208333333,51,MERFISH
ENSMUSG00000024985.19,Tcf7l2,ENSMUSG00000024985,ENSMUST00000111656,,9.23375475,84,MERFISH
ENSMUSG00000038593.18,Tctn1,ENSMUSG00000038593,ENSMUST00000111738,,2.469382791666667,99,MERFISH
ENSMUSG00000042589.18,Cux2,ENSMUSG00000042589,ENSMUST00000111752,,4.078017166666666,115,MERFISH
ENSMUSG00000026482.13,Rgl1,ENSMUSG00000026482,ENSMUST00000111859,,7.567225,79,MERFISH
ENSMUSG00000042064.13,Myo3b,ENSMUSG00000042064,ENSMUST00000112243,,0.1750575416666666,180,MERFISH
ENSMUSG00000042328.13,Hps4,ENSMUSG00000042328,ENSMUST00000112359,,9.242613833333332,77,MERFISH
ENSMUSG00000034903.18,Cobll1,ENSMUSG00000034903,ENSMUST00000112429,,0.9832131666666666,141,MERFISH
ENSMUSG00000035168.16,Tanc1,ENSMUSG00000035168,ENSMUST00000112568,,3.216834416666667,133,MERFISH
ENSMUSG00000036192.15,Rorb,ENSMUSG00000036192,ENSMUST00000112832,,3.300650458333333,264,MERFISH
ENSMUSG00000026890.19,Lhx6,ENSMUSG00000026890,ENSMUST00000112966,,1.4652211666666666,97,MERFISH
ENSMUSG00000026883.17,Dab2ip,ENSMUSG00000026883,ENSMUST00000112983,,7.644297999999999,61,MERFISH
ENSMUSG00000031425.15,Plp1,ENSMUSG00000031425,ENSMUST00000113085,,419.90045341666666,78,MERFISH
ENSMUSG00000002489.16,Tiam1,ENSMUSG00000002489,ENSMUST00000114122,,6.910393624999999,67,MERFISH
ENSMUSG00000025969.15,Nrp2,ENSMUSG00000025969,ENSMUST00000114155,,2.860981833333333,103,MERFISH
ENSMUSG00000022840.9,Adcy5,ENSMUSG00000022840,ENSMUST00000114913,,23.929086875,189,MERFISH
ENSMUSG00000039046.15,Usp6nl,ENSMUSG00000039046,ENSMUST00000114937,,2.936128833333333,87,MERFISH
ENSMUSG00000061751.16,Kalrn,ENSMUSG00000061751,ENSMUST00000114954,,20.94519475,141,MERFISH
ENSMUSG00000028944.14,Prkag2,ENSMUSG00000028944,ENSMUST00000114975,,14.446170041666669,65,MERFISH
ENSMUSG00000053477.17,Tcf4,ENSMUSG00000053477,ENSMUST00000114985,,34.64479454166667,56,MERFISH
ENSMUSG00000029563.16,Foxp2,ENSMUSG00000029563,ENSMUST00000115477,,2.439972666666667,56,MERFISH
ENSMUSG00000057440.8,Mpp7,ENSMUSG00000057440,ENSMUST00000115869,,2.3381305,96,MERFISH
ENSMUSG00000038642.10,Ctss,ENSMUSG00000038642,ENSMUST00000116304,,31.09683375,50,MERFISH
ENSMUSG00000049321.17,Zfp2,ENSMUSG00000049321,ENSMUST00000116378,,2.694629833333334,72,MERFISH
ENSMUSG00000039656.17,Rxrb,ENSMUSG00000039656,ENSMUST00000116612,,7.617676166666666,70,MERFISH
ENSMUSG00000031453.16,Rasa3,ENSMUSG00000031453,ENSMUST00000117551,,13.014400458333334,63,MERFISH
ENSMUSG00000030222.13,Rerg,ENSMUSG00000030222,ENSMUST00000117919,,3.7951275,62,MERFISH
ENSMUSG00000063239.17,Grm4,ENSMUSG00000063239,ENSMUST00000118161,,17.363196375,124,MERFISH
ENSMUSG00000081101.1,Gm12024,ENSMUSG00000081101,ENSMUST00000118819,,0.0066486666666666,64,MERFISH
ENSMUSG00000000861.15,Bcl11a,ENSMUSG00000000861,ENSMUST00000118955,,11.412749166666666,52,MERFISH
ENSMUSG00000034324.16,Tmem132c,ENSMUSG00000034324,ENSMUST00000119026,,1.8562440833333331,67,MERFISH
ENSMUSG00000037606.18,Osbpl5,ENSMUSG00000037606,ENSMUST00000119499,,3.744180375,60,MERFISH
ENSMUSG00000051359.15,Ncald,ENSMUSG00000051359,ENSMUST00000119730,,46.84843708333334,100,MERFISH
ENSMUSG00000024810.16,Il33,ENSMUSG00000024810,ENSMUST00000120388,,15.365686375000005,53,MERFISH
ENSMUSG00000028266.17,Lmo4,ENSMUSG00000028266,ENSMUST00000120539,,56.14653520833333,51,MERFISH
ENSMUSG00000061143.15,Maml3,ENSMUSG00000061143,ENSMUST00000121440,,1.0350209583333334,82,MERFISH
ENSMUSG00000031543.18,Ank1,ENSMUSG00000031543,ENSMUST00000121802,,8.645133166666666,227,MERFISH
ENSMUSG00000026452.15,Syt2,ENSMUSG00000026452,ENSMUST00000121990,,21.151556,116,MERFISH
ENSMUSG00000059027.14,9630013D21Rik,ENSMUSG00000059027,ENSMUST00000127391,,0.1108215416666666,30,MERFISH
ENSMUSG00000004040.16,Stat3,ENSMUSG00000004040,ENSMUST00000127638,,7.083780708333334,102,MERFISH
ENSMUSG00000038077.7,Kcna6,ENSMUSG00000038077,ENSMUST00000128137,,11.180949791666666,67,MERFISH
ENSMUSG00000087027.2,Gm13206,ENSMUSG00000087027,ENSMUST00000129579,,0.032552,54,MERFISH
ENSMUSG00000041607.17,Mbp,ENSMUSG00000041607,ENSMUST00000133193,,553.2741949583334,61,MERFISH
ENSMUSG00000059857.15,Ntng1,ENSMUSG00000059857,ENSMUST00000133268,,3.946033375,55,MERFISH
ENSMUSG00000029478.16,Ncor2,ENSMUSG00000029478,ENSMUST00000134819,,9.455047166666668,50,MERFISH
ENSMUSG00000032332.17,Col12a1,ENSMUSG00000032332,ENSMUST00000135009,,0.9669495833333334,51,MERFISH
ENSMUSG00000048537.16,Phldb1,ENSMUSG00000048537,ENSMUST00000135436,,6.924872958333333,81,MERFISH
ENSMUSG00000086628.7,Gm16157,ENSMUSG00000086628,ENSMUST00000135564,,0.0113888333333333,61,MERFISH
ENSMUSG00000085319.1,Gm13330,ENSMUSG00000085319,ENSMUST00000136400,,0.0686628333333333,30,MERFISH
ENSMUSG00000035642.16,Aamdc,ENSMUSG00000035642,ENSMUST00000136757,,7.922037541666667,68,MERFISH
ENSMUSG00000020182.16,Ddc,ENSMUSG00000020182,ENSMUST00000136810,,5.429236166666667,56,MERFISH
ENSMUSG00000040111.16,Gramd1b,ENSMUSG00000040111,ENSMUST00000137454,,11.141259458333334,86,MERFISH
ENSMUSG00000063873.10,Slc24a3,ENSMUSG00000063873,ENSMUST00000137908,,23.346430041666665,116,MERFISH
ENSMUSG00000058392.13,Rrp1b,ENSMUSG00000058392,ENSMUST00000137917,,1.7050925,48,MERFISH
ENSMUSG00000087380.7,2210408F21Rik,ENSMUSG00000087380,ENSMUST00000138653,,13.106621958333337,35,MERFISH
ENSMUSG00000014592.20,Camta1,ENSMUSG00000014592,ENSMUST00000140030,,43.872460708333335,108,MERFISH
ENSMUSG00000087702.1,Gm13575,ENSMUSG00000087702,ENSMUST00000142353,,0,51,MERFISH
ENSMUSG00000029361.18,Nos1,ENSMUSG00000029361,ENSMUST00000142742,,6.337339999999999,298,MERFISH
ENSMUSG00000035478.14,Mbd3,ENSMUSG00000035478,ENSMUST00000142997,,30.313457875,50,MERFISH
ENSMUSG00000085658.1,Gm15704,ENSMUSG00000085658,ENSMUST00000144757,,0.0667587083333332,83,MERFISH
ENSMUSG00000086496.1,Gm14204,ENSMUSG00000086496,ENSMUST00000145773,,2.99174875,65,MERFISH
ENSMUSG00000025885.18,Myo5b,ENSMUSG00000025885,ENSMUST00000146253,,4.015183125,35,MERFISH
ENSMUSG00000021268.17,Meg3,ENSMUSG00000021268,ENSMUST00000146701,,177.63148275,333,MERFISH
ENSMUSG00000044813.15,Shb,ENSMUSG00000044813,ENSMUST00000147926,,2.839643375,53,MERFISH
ENSMUSG00000003279.17,Dlgap1,ENSMUSG00000003279,ENSMUST00000148486,,53.97454758333333,126,MERFISH
ENSMUSG00000087466.3,A330041J22Rik,ENSMUSG00000087466,ENSMUST00000150367,,1.0765075833333335,55,MERFISH
ENSMUSG00000058248.12,Kcnh1,ENSMUSG00000058248,ENSMUST00000151152,,3.602292041666667,163,MERFISH
ENSMUSG00000027010.16,Slc25a12,ENSMUSG00000027010,ENSMUST00000151937,,45.814177,107,MERFISH
ENSMUSG00000037990.18,Sh3rf3,ENSMUSG00000037990,ENSMUST00000153031,,2.8482960416666665,106,MERFISH
ENSMUSG00000032985.15,5730522E02Rik,ENSMUSG00000032985,ENSMUST00000153834,,2.788130875,36,MERFISH
ENSMUSG00000028559.17,Osbpl9,ENSMUSG00000028559,ENSMUST00000159198,,8.033506000000001,52,MERFISH
ENSMUSG00000027692.16,Tnik,ENSMUSG00000027692,ENSMUST00000159236,,6.890881333333335,157,MERFISH
ENSMUSG00000024112.16,Cacna1h,ENSMUSG00000024112,ENSMUST00000159610,,4.35947225,214,MERFISH
ENSMUSG00000041734.15,Kirrel,ENSMUSG00000041734,ENSMUST00000159976,,0.8155551666666666,217,MERFISH
ENSMUSG00000043004.13,Gng2,ENSMUSG00000043004,ENSMUST00000160013,,28.78704125,89,MERFISH
ENSMUSG00000025812.17,Pard3,ENSMUSG00000025812,ENSMUST00000160272,,2.206458666666667,53,MERFISH
ENSMUSG00000091002.2,Tcerg1l,ENSMUSG00000091002,ENSMUST00000160436,,3.440052333333333,54,MERFISH
ENSMUSG00000038473.14,Nos1ap,ENSMUSG00000038473,ENSMUST00000160456,,14.026216083333331,74,MERFISH
ENSMUSG00000026347.13,Tmem163,ENSMUSG00000026347,ENSMUST00000160616,,9.005110166666668,58,MERFISH
ENSMUSG00000053004.9,Hrh1,ENSMUSG00000053004,ENSMUST00000160780,,2.393692,89,MERFISH
ENSMUSG00000051111.16,Sv2c,ENSMUSG00000051111,ENSMUST00000161263,,8.110098416666666,275,MERFISH
ENSMUSG00000032503.18,Arpp21,ENSMUSG00000032503,ENSMUST00000161467,,34.763021125,72,MERFISH
ENSMUSG00000090257.1,Gm4524,ENSMUSG00000090257,ENSMUST00000161614,,0.6811365416666666,64,MERFISH
ENSMUSG00000022346.15,Myc,ENSMUSG00000022346,ENSMUST00000161976,,0.5590723333333333,61,MERFISH
ENSMUSG00000007817.15,Zmiz1,ENSMUSG00000007817,ENSMUST00000162645,,15.404931291666667,54,MERFISH
ENSMUSG00000090061.9,Nwd2,ENSMUSG00000090061,ENSMUST00000162757,,5.7448262083333335,64,MERFISH
ENSMUSG00000024134.11,Six2,ENSMUSG00000024134,ENSMUST00000163568,,0.085631,60,MERFISH
ENSMUSG00000086040.8,Wipf3,ENSMUSG00000086040,ENSMUST00000163746,,9.380128375,120,MERFISH
ENSMUSG00000038679.16,Trps1,ENSMUSG00000038679,ENSMUST00000165201,,2.976925,151,MERFISH
ENSMUSG00000060279.14,Ap2a1,ENSMUSG00000060279,ENSMUST00000166972,,44.65760158333333,96,MERFISH
ENSMUSG00000036913.15,Trim67,ENSMUSG00000036913,ENSMUST00000167588,,1.3829676666666666,81,MERFISH
ENSMUSG00000021700.10,Rab3c,ENSMUSG00000021700,ENSMUST00000167824,,40.51919433333333,222,MERFISH
ENSMUSG00000020014.17,Cfap54,ENSMUSG00000020014,ENSMUST00000168110,,0.39309475,189,MERFISH
ENSMUSG00000028184.12,Adgrl2,ENSMUSG00000028184,ENSMUST00000168352,,5.144668958333334,61,MERFISH
ENSMUSG00000055403.13,4933427D06Rik,ENSMUSG00000055403,ENSMUST00000168837,,0.0194488333333332,68,MERFISH
ENSMUSG00000024647.14,Cbln2,ENSMUSG00000024647,ENSMUST00000169470,,11.118757,52,MERFISH
ENSMUSG00000010476.14,Ebf3,ENSMUSG00000010476,ENSMUST00000169486,,1.4715980833333333,126,MERFISH
ENSMUSG00000002107.18,Celf2,ENSMUSG00000002107,ENSMUST00000170438,,19.073711375,50,MERFISH
ENSMUSG00000010066.15,Cacna2d2,ENSMUSG00000010066,ENSMUST00000170737,,10.362143291666667,159,MERFISH
ENSMUSG00000032289.15,Thsd4,ENSMUSG00000032289,ENSMUST00000171654,,1.0641154583333334,261,MERFISH
ENSMUSG00000039004.6,Bmp6,ENSMUSG00000039004,ENSMUST00000171970,,2.5723999166666665,68,MERFISH
ENSMUSG00000020661.15,Dnmt3a,ENSMUSG00000020661,ENSMUST00000172913,,16.316595875,39,MERFISH
ENSMUSG00000002985.16,Apoe,ENSMUSG00000002985,ENSMUST00000174064,,451.8198282083333,66,MERFISH
ENSMUSG00000092274.3,Neat1,ENSMUSG00000092274,ENSMUST00000174287,,25.13562308333333,92,MERFISH
ENSMUSG00000043969.4,Emx2,ENSMUSG00000043969,ENSMUST00000174353,,2.314016791666667,57,MERFISH
ENSMUSG00000060261.15,Gtf2i,ENSMUSG00000060261,ENSMUST00000174354,,17.090131666666668,125,MERFISH
ENSMUSG00000093726.1,Gm20667,ENSMUSG00000093726,ENSMUST00000175674,,0.0324150416666666,51,MERFISH
ENSMUSG00000045991.19,Onecut2,ENSMUSG00000045991,ENSMUST00000175965,,0.6663194166666666,449,MERFISH
ENSMUSG00000043456.16,Zfp536,ENSMUSG00000043456,ENSMUST00000176129,,4.493313583333333,54,MERFISH
ENSMUSG00000026872.18,Zeb2,ENSMUSG00000026872,ENSMUST00000176438,,6.083432999999999,81,MERFISH
ENSMUSG00000052534.15,Pbx1,ENSMUSG00000052534,ENSMUST00000176540,,21.708463666666667,145,MERFISH
ENSMUSG00000029705.17,Cux1,ENSMUSG00000029705,ENSMUST00000176745,,11.881646458333334,51,MERFISH
ENSMUSG00000021996.16,Esd,ENSMUSG00000021996,ENSMUST00000176957,,27.45089116666667,50,MERFISH
ENSMUSG00000035934.16,Pknox2,ENSMUSG00000035934,ENSMUST00000177218,,5.479463583333334,104,MERFISH
ENSMUSG00000038331.15,Satb2,ENSMUSG00000038331,ENSMUST00000177424,,1.7553902083333333,128,MERFISH
ENSMUSG00000095139.2,Pou3f2,ENSMUSG00000095139,ENSMUST00000178174,,4.8802420416666665,131,MERFISH
ENSMUSG00000030636.15,1700010L04Rik,ENSMUSG00000030636,ENSMUST00000179662,,0.0419867916666666,60,MERFISH
ENSMUSG00000097311.7,Gm26871,ENSMUSG00000097311,ENSMUST00000180593,,6.738354041666667,44,MERFISH
ENSMUSG00000071669.14,Snx29,ENSMUSG00000071669,ENSMUST00000180792,,1.4385709583333337,52,MERFISH
ENSMUSG00000097023.8,Mir9-3hg,ENSMUSG00000097023,ENSMUST00000180881,,3.2226485416666666,65,MERFISH
ENSMUSG00000074415.14,Mir100hg,ENSMUSG00000074415,ENSMUST00000181214,,4.432934708333333,61,MERFISH
ENSMUSG00000026395.16,Ptprc,ENSMUSG00000026395,ENSMUST00000182283,,0.3599094583333333,135,MERFISH
ENSMUSG00000098040.1,Gm20757,ENSMUSG00000098040,ENSMUST00000182870,,0,59,MERFISH
ENSMUSG00000090386.10,Mir99ahg,ENSMUSG00000090386,ENSMUST00000182986,,4.064954666666667,30,MERFISH
ENSMUSG00000030583.16,Sipa1l3,ENSMUSG00000030583,ENSMUST00000183096,,2.0016501666666664,194,MERFISH
ENSMUSG00000032352.16,Lrrc1,ENSMUSG00000032352,ENSMUST00000183873,,2.078888333333333,91,MERFISH
ENSMUSG00000098720.1,Gm27239,ENSMUSG00000098720,ENSMUST00000184638,,0.8156361666666667,38,MERFISH
ENSMUSG00000036306.13,Lzts1,ENSMUSG00000036306,ENSMUST00000185176,,10.291466625,149,MERFISH
ENSMUSG00000056222.15,Spock1,ENSMUSG00000056222,ENSMUST00000185502,,37.25591154166666,79,MERFISH
ENSMUSG00000032252.14,Glce,ENSMUSG00000032252,ENSMUST00000185675,,3.985482458333333,142,MERFISH
ENSMUSG00000046159.16,Chrm3,ENSMUSG00000046159,ENSMUST00000187510,,6.506662333333333,54,MERFISH
ENSMUSG00000043488.5,Frmd8os,ENSMUSG00000043488,ENSMUST00000187697,,0.3082783333333333,44,MERFISH
ENSMUSG00000101773.1,2210420H20Rik,ENSMUSG00000101773,ENSMUST00000188435,,0.105462375,43,MERFISH
ENSMUSG00000025931.15,Paqr8,ENSMUSG00000025931,ENSMUST00000189400,,21.765214208333333,118,MERFISH
ENSMUSG00000005696.11,Sh2d1a,ENSMUSG00000005696,ENSMUST00000189753,,3.2743027916666665,50,MERFISH
ENSMUSG00000100426.1,Gm4208,ENSMUSG00000100426,ENSMUST00000189802,,0.0953839166666666,64,MERFISH
ENSMUSG00000055322.15,Tns1,ENSMUSG00000055322,ENSMUST00000191104,,2.4654606666666665,276,MERFISH
ENSMUSG00000104411.1,Gm30340,ENSMUSG00000104411,ENSMUST00000191898,,0.3711704166666666,58,MERFISH
ENSMUSG00000063659.11,Zbtb18,ENSMUSG00000063659,ENSMUST00000193480,,43.38796554166667,108,MERFISH
ENSMUSG00000102629.1,Gm29999,ENSMUSG00000102629,ENSMUST00000193554,,0,50,MERFISH
ENSMUSG00000104109.1,Gm30292,ENSMUSG00000104109,ENSMUST00000194198,,0.0062663333333333,87,MERFISH
ENSMUSG00000104283.1,Gm37459,ENSMUSG00000104283,ENSMUST00000195007,,2.1012485,45,MERFISH
ENSMUSG00000026628.13,Atf3,ENSMUSG00000026628,ENSMUST00000195117,,0.4477943749999999,58,MERFISH
ENSMUSG00000033767.14,Tmem131l,ENSMUSG00000033767,ENSMUST00000195245,,1.616072041666667,40,MERFISH
ENSMUSG00000103079.1,Gm36307,ENSMUSG00000103079,ENSMUST00000195831,,0,52,MERFISH
ENSMUSG00000104876.1,Trdc,ENSMUSG00000104876,ENSMUST00000196323,,0.0330126666666666,113,MERFISH
ENSMUSG00000048540.8,Nhlh2,ENSMUSG00000048540,ENSMUST00000196324,,1.2676470416666663,67,MERFISH
ENSMUSG00000032497.18,Lrrfip2,ENSMUSG00000032497,ENSMUST00000196981,,5.510290374999999,55,MERFISH
ENSMUSG00000005583.16,Mef2c,ENSMUSG00000005583,ENSMUST00000197146,,40.481139,138,MERFISH
ENSMUSG00000104807.1,Gm42865,ENSMUSG00000104807,ENSMUST00000197981,,0.2526596666666666,38,MERFISH
ENSMUSG00000055138.10,Gm4861,ENSMUSG00000055138,ENSMUST00000198629,,0.0311776666666666,52,MERFISH
ENSMUSG00000039252.11,Lgi2,ENSMUSG00000039252,ENSMUST00000199942,,15.632706083333334,185,MERFISH
ENSMUSG00000023079.14,Gtf2ird1,ENSMUSG00000023079,ENSMUST00000202104,,8.517790916666666,51,MERFISH
ENSMUSG00000108056.1,Gm43941,ENSMUSG00000108056,ENSMUST00000203303,,0.0350559583333333,51,MERFISH
ENSMUSG00000030102.11,Itpr1,ENSMUSG00000030102,ENSMUST00000203615,,43.10719625,307,MERFISH
ENSMUSG00000045095.16,Magi1,ENSMUSG00000045095,ENSMUST00000203688,,5.949980916666667,51,MERFISH
ENSMUSG00000053007.9,Creb5,ENSMUSG00000053007,ENSMUST00000205120,,0.5283312916666666,152,MERFISH
ENSMUSG00000030724.7,Cd19,ENSMUSG00000030724,ENSMUST00000206325,,0.0246585,74,MERFISH
ENSMUSG00000108961.1,Gm32540,ENSMUSG00000108961,ENSMUST00000207174,,0.0116836666666666,54,MERFISH
ENSMUSG00000032009.8,Sesn3,ENSMUSG00000032009,ENSMUST00000208222,,15.627177333333334,257,MERFISH
ENSMUSG00000109432.1,Gm44785,ENSMUSG00000109432,ENSMUST00000208294,,0,64,MERFISH
ENSMUSG00000018334.18,Ksr1,ENSMUSG00000018334,ENSMUST00000209031,,7.2035414583333335,41,MERFISH
ENSMUSG00000109383.1,Gm36584,ENSMUSG00000109383,ENSMUST00000209046,,0.0739576666666666,50,MERFISH
ENSMUSG00000109032.1,Gm7972,ENSMUSG00000109032,ENSMUST00000209180,,0.3372275,57,MERFISH
ENSMUSG00000040136.10,Abcc8,ENSMUSG00000040136,ENSMUST00000210770,,9.148917875,38,MERFISH
ENSMUSG00000028906.16,Epb41,ENSMUSG00000028906,ENSMUST00000212761,,5.271593208333334,200,MERFISH
ENSMUSG00000110586.1,4930578M07Rik,ENSMUSG00000110586,ENSMUST00000212946,,0.1651330416666666,46,MERFISH
ENSMUSG00000019853.6,Hebp2,ENSMUSG00000019853,ENSMUST00000213153,,1.624467125,55,MERFISH
ENSMUSG00000111576.1,Gm32284,ENSMUSG00000111576,ENSMUST00000213704,,0.0105816666666666,53,MERFISH
ENSMUSG00000110996.1,Gm36251,ENSMUSG00000110996,ENSMUST00000213712,,0.6386700000000001,55,MERFISH
ENSMUSG00000032517.16,Mobp,ENSMUSG00000032517,ENSMUST00000214943,,336.231796875,38,MERFISH
ENSMUSG00000110784.1,Gm39436,ENSMUSG00000110784,ENSMUST00000215648,,0.1027015833333332,53,MERFISH
ENSMUSG00000039608.6,Olfr303,ENSMUSG00000039608,ENSMUST00000216409,,0,73,MERFISH
ENSMUSG00000111290.1,Gm5122,ENSMUSG00000111290,ENSMUST00000216854,,0.0124241666666666,61,MERFISH
ENSMUSG00000112117.1,Rmst,ENSMUSG00000112117,ENSMUST00000218060,,20.07378625,66,MERFISH
